Gene ID	Gene name	P-value (After vs Before)	FDR step up (After vs Before)	Ratio (After vs Before)	Fold change (After vs Before)	LSMean(After) (After vs Before)	LSMean(Before) (After vs Before)	Pct(After) (After vs Before)	Pct(Before) (After vs Before)
SNRNP27	SNRNP27	1.389768838677692E-6	5.873273972093161E-6	0.9972660180816157E0	-1.002741477067115E0	1.072465069374535E0	1.075405207767508E0	0.08057258142777138E0	0.09364387706014185E0
RPAP3	RPAP3	1.394040542779252E-6	5.890109318147872E-6	0.9968673222941024E0	-1.003142522215182E0	1.065832442776023E0	1.069181844905108E0	0.07101307210732172E0	0.08401455963429577E0
KIAA0753	.	1.404845828445467E-6	5.934537738423837E-6	0.9902759930080929E0	-1.009819491798816E0	1.233567584264332E0	1.2456805910413E0	0.2034305070106693E0	0.2283167007321801E0
RBFA	RBFA	1.40598475228959E-6	5.938122301594821E-6	1.004565038957806E0	1.004565038957806E0	1.065910002683181E0	1.061066194169985E0	0.07297658851732913E0	0.07731870864649001E0
ARL5A	ARL5A	1.408183758377924E-6	5.946181676404821E-6	0.9848581186934164E0	-1.015374682930646E0	1.241227919131701E0	1.260311404833016E0	0.2246572565131927E0	0.2545658660574079E0
TRAK2	TRAK2	1.410634929754907E-6	5.955302294279078E-6	0.9853866370745642E0	-1.014830080270644E0	1.202085434364656E0	1.219912457848456E0	0.1828189495748835E0	0.2113141781806159E0
F5	F5	1.412718336979423E-6	5.962866871254736E-6	1.014223802400945E0	1.014223802400945E0	1.080947056374593E0	1.065787505495035E0	0.09041398509552144E0	0.08467818196941376E0
MTSS2	MTSS2	1.4142131179451E-6	5.967944338006044E-6	1.007651811197311E0	1.007651811197311E0	1.034636981502918E0	1.026780252866854E0	0.0409389185966597E0	0.03831675792575885E0
CD72	CD72	1.414878363248382E-6	5.969519811930971E-6	0.9956376293846338E0	-1.004381484273613E0	1.023287698869731E0	1.02777121782971E0	0.0255593717143899E0	0.03680363487031717E0
PAK4	PAK4	1.425184385062118E-6	6.011761690288843E-6	0.9869320779820383E0	-1.013240953769262E0	1.149109661224925E0	1.164324969125016E0	0.1484129656255841E0	0.1741035510570568E0
MDC1	MDC1	1.426688293615359E-6	6.01686442656921E-6	0.9961874109922215E0	-1.003827180473984E0	1.138002061159078E0	1.1423574004269E0	0.1427170050957793E0	0.1605645271675569E0
STAT4	STAT4	1.436344592042894E-6	6.056339568510759E-6	0.9828492235000788E0	-1.017450058554093E0	1.940768394659018E0	1.97463491678575E0	0.4612528912271633E0	0.4947656257808861E0
RALB	RALB	1.438909520756759E-6	6.065903875381515E-6	0.9952748610033278E0	-1.004747571933957E0	1.092970288535745E0	1.098159243602246E0	0.09452264786393497E0	0.1105487336546759E0
SELPLG	SELPLG	1.439881117448747E-6	6.06874873285797E-6	1.00172912647353E0	1.00172912647353E0	1.193667081300767E0	1.191606642708825E0	0.1873820228510588E0	0.2012783488870253E0
SPAG16	SPAG16	1.450840447225767E-6	6.113679609677917E-6	0.9737991677571605E0	-1.026905786234327E0	1.210418842155644E0	1.242986112776685E0	0.1720706613395558E0	0.2073139934270269E0
SIAH3	SIAH3	1.454412687729165E-6	6.127470017317969E-6	0.9779912301253455E0	-1.022504056474856E0	1.069193818397759E0	1.093255016469549E0	0.06311460770222538E0	0.08935802993226018E0
ACYP1	.	1.456553128220682E-6	6.135223784163325E-6	0.9933033135257955E0	-1.006741834425614E0	1.020204047834656E0	1.027082094605498E0	0.02423973096203509E0	0.03830004269793424E0
NDFIP2	NDFIP2	1.458568129941715E-6	6.142446099116159E-6	1.000594728521426E0	1.000594728521426E0	1.194193692949264E0	1.193483894037618E0	0.1783776658313703E0	0.1936622228458883E0
CAB39	CAB39	1.466988884146759E-6	6.175828095088177E-6	0.9769454486883138E0	-1.023598606598393E0	4.303870877514919E0	4.405436233203675E0	0.8584395307230234E0	0.8885912325848851E0
IMMT	IMMT	1.467104563723785E-6	6.175828095088177E-6	1.005504070855519E0	1.005504070855519E0	1.212638890370685E0	1.206000975549435E0	0.2019411950526503E0	0.2122918228845725E0
CACNA1F	CACNA1F	1.46740091511166E-6	6.175828095088177E-6	0.999421843894346E0	-1.000578490563505E0	1.050351867459877E0	1.050959486103563E0	0.05304149362625835E0	0.06308260760664662E0
TARSL2	.	1.473170935684105E-6	6.198836550358012E-6	0.9897776379760052E0	-1.010327937944626E0	1.21236482588393E0	1.224886054571907E0	0.1872191932398132E0	0.2120822107612873E0
LEMD2	LEMD2	1.476532715205544E-6	6.211704181434555E-6	0.9856601311120852E0	-1.014548492360887E0	1.0947857830965E0	1.110713265698687E0	0.1056463882967974E0	0.131120115307305E0
PRAG1	PRAG1	1.477838218577611E-6	6.215644386345158E-6	0.9937918114338585E0	-1.006246970939702E0	1.359288363057478E0	1.367779797960174E0	0.2843079944599446E0	0.3086317252233536E0
TMEM43	TMEM43	1.478077195637971E-6	6.215644386345158E-6	0.9915711754312593E0	-1.008500473569207E0	1.12066239196808E0	1.130188553011009E0	0.1296395996617126E0	0.1504034486790291E0
RGMA	RGMA	1.480380254159643E-6	6.224049382723008E-6	1.000668073068328E0	1.000668073068328E0	1.000731720342259E0	1.00006360478129E0	7.344137569491257E-4	5.13328863664666E-4
PSEN2	PSEN2	1.483463616724914E-6	6.235730927445939E-6	0.9933640365914177E0	-1.00668029359242E0	1.01458599808746E0	1.021363730429443E0	0.01605182105064166E0	0.02824290069627883E0
EFR3A	EFR3A	1.502519281326716E-6	6.314533354527608E-6	0.978732343326036E0	-1.021729798569535E0	1.918154176036116E0	1.959835279906694E0	0.5499640561555191E0	0.5878097431117725E0
ABHD6	ABHD6	1.5050781150272E-6	6.323987559545151E-6	0.9813369490523207E0	-1.019017984562491E0	1.131907933580302E0	1.153434541187294E0	0.1301814509230841E0	0.1588074992132052E0
LOC106992311	.	1.50898920492359E-6	6.339118578612862E-6	0.9936167718433347E0	-1.006424235517707E0	1.096520076859578E0	1.103564380083218E0	0.1042066323208696E0	0.1218902488322782E0
BDH1	BDH1	1.511297597622809E-6	6.347511988372654E-6	0.998638102009589E0	-1.001363755285994E0	1.123362763526389E0	1.124894755433237E0	0.1224344978976014E0	0.1365550156383555E0
LENG1	LENG1	1.51530585656978E-6	6.36303999319343E-6	1.009095782628766E0	1.009095782628766E0	1.096623169127817E0	1.086738432570826E0	0.1048029162350502E0	0.1061324950647682E0
SH2D1A	SH2D1A	1.516396424650069E-6	6.366312232415093E-6	0.9618074178517292E0	-1.039709178198664E0	1.337092683408604E0	1.390187535042205E0	0.2812159485862896E0	0.3262753593944799E0
PICALM	PICALM	1.531923540465383E-6	6.430179885574114E-6	0.9650447070371407E0	-1.036221423430401E0	3.054199946451321E0	3.164827415952842E0	0.7774009365791101E0	0.8155939938203891E0
ST6GALNAC5	ST6GALNAC5	1.532660418135382E-6	6.43195270898185E-6	0.9644867214453064E0	-1.036820909780361E0	3.454916738129638E0	3.582129915642967E0	0.6626739429757214E0	0.7012596594341507E0
SLAIN1	SLAIN1	1.540996375615223E-6	6.46560851073683E-6	0.9769143878778046E0	-1.023631151724918E0	1.168993017165853E0	1.196617668519869E0	0.1479502295324395E0	0.17993439614934E0
FUCA1	FUCA1	1.550503159530871E-6	6.504161971775652E-6	1.00179908859906E0	1.00179908859906E0	1.064419970905018E0	1.062508424112792E0	0.07348182638776404E0	0.08142071816557522E0
ZBTB2	ZBTB2	1.55166016146957E-6	6.507680537746661E-6	0.9920867272200427E0	-1.007976392146815E0	1.154585771602378E0	1.163795200483811E0	0.1519033887957233E0	0.1736457319314415E0
MLEC	MLEC	1.558288576619662E-6	6.534140125460751E-6	1.007412377113771E0	1.007412377113771E0	1.088016925823049E0	1.08001147349431E0	0.09952913870269882E0	0.1022520366922654E0
NAPA	NAPA	1.568469962687224E-6	6.575483955915073E-6	0.9894459997118842E0	-1.010666575327192E0	1.172304159576472E0	1.184808630200975E0	0.1748179818178221E0	0.1995497146494095E0
DNAJC8	DNAJC8	1.572409173533633E-6	6.590647181545969E-6	1.001920810285232E0	1.001920810285232E0	1.113389562707308E0	1.11125505257281E0	0.1214417945382916E0	0.1315287291117087E0
LOC106997371	.	1.57519949639528E-6	6.600989692885959E-6	1.000547944550495E0	1.000547944550495E0	1.018638437635683E0	1.018080585926659E0	0.02146144293671416E0	0.02601627994525019E0
LOC114671946	.	1.578935572621448E-6	6.615290403628072E-6	1.000850591024306E0	1.000850591024306E0	1.001273180100996E0	1.0004222299317E0	0.002515127128214859E0	9.351887860525436E-4
CAMSAP2	CAMSAP2	1.580044345250717E-6	6.618579856693395E-6	0.9873003131461662E0	-1.012863043477991E0	1.225379941255393E0	1.24114205671682E0	0.1982339199922971E0	0.2252952897193999E0
CFDP1	CFDP1	1.58669782857057E-6	6.645089206280598E-6	1.002004742920051E0	1.002004742920051E0	1.493586764522439E0	1.490598497737461E0	0.3546621093376043E0	0.374719215797008E0
ZCCHC17	ZCCHC17	1.592883843493093E-6	6.669630343864403E-6	0.9874829703349496E0	-1.012675691673756E0	1.183544354322417E0	1.198546597640022E0	0.1733171684919274E0	0.1995904281312449E0
EXOC7	EXOC7	1.597625920446433E-6	6.688116698695919E-6	1.002457893982414E0	1.002457893982414E0	1.126890270870051E0	1.12412728518034E0	0.1349562557793409E0	0.1450054972979329E0
TENT4B	TENT4B	1.606526514152938E-6	6.724000657885303E-6	0.9886606636461805E0	-1.011469391643438E0	1.207215076985747E0	1.22106109950156E0	0.1921138140492579E0	0.2181992879647213E0
BANP	BANP	1.609400031798992E-6	6.734649202023612E-6	0.9753987560008873E0	-1.025221729931231E0	1.621034697692765E0	1.661919997047126E0	0.4409749414808757E0	0.4802648312334256E0
DOCK11	DOCK11	1.614222612023045E-6	6.753447711921292E-6	0.9654709259743112E0	-1.035763970821642E0	4.691522300378702E0	4.859309767038528E0	0.8949447107683128E0	0.9238162109937429E0
NKD2	NKD2	1.614605243727135E-6	6.753666850934735E-6	0.9833215265245857E0	-1.016961363120323E0	1.089397509003676E0	1.107875175736263E0	0.08960597611022345E0	0.1154637352233132E0
VPS29	VPS29	1.616735968101852E-6	6.761196431018992E-6	0.9962123489324715E0	-1.003802051913518E0	1.05682760960524E0	1.060845723040598E0	0.06538097671781307E0	0.07862456091729231E0
SHPRH	SHPRH	1.617433275535871E-6	6.762729602271227E-6	1.001229298654496E0	1.001229298654496E0	1.401674704352668E0	1.399953743099918E0	0.3091620945106153E0	0.3283328601355047E0
PIH1D1	PIH1D1	1.620327968687713E-6	6.773447865834779E-6	0.9951889039687614E0	-1.00483435457535E0	1.092403191988805E0	1.097684256358123E0	0.1030445927138024E0	0.1196199298710707E0
ACTN4	ACTN4	1.629233732591828E-6	6.809284657981377E-6	0.9823436976125751E0	-1.017973650597378E0	1.348373969305781E0	1.372609171904682E0	0.2890046853372152E0	0.3217056094050336E0
COQ10B	COQ10B	1.63358561755533E-6	6.82607803003811E-6	1.002974983346221E0	1.002974983346221E0	1.111796202916267E0	1.10849843852235E0	0.1209272106928945E0	0.1300978405149872E0
SSH1	SSH1	1.636175404051701E-6	6.835502964832949E-6	0.9918661866469999E0	-1.008200514809862E0	1.217809612370572E0	1.227796278132409E0	0.202983179361817E0	0.2262514976457396E0
PITPNC1	PITPNC1	1.64022616300219E-6	6.851026354860045E-6	0.9346477009797132E0	-1.069921852856198E0	7.539910398437029E0	8.067114903865457E0	0.9202683103051543E0	0.9456517259159263E0
SDCCAG8	SDCCAG8	1.642304507720739E-6	6.858306551539537E-6	0.96890457502083E0	-1.032093382342117E0	1.608893730907737E0	1.660528572561594E0	0.4001288680755783E0	0.4417091111361058E0
PSMB6	PSMB6	1.657754979178527E-6	6.920169519873979E-6	1.004830320957415E0	1.004830320957415E0	1.028745539560315E0	1.023800255728861E0	0.03389927082041566E0	0.03514127710081352E0
ODC1	ODC1	1.657795133391815E-6	6.920169519873979E-6	1.02403509894817E0	1.02403509894817E0	1.154782200666814E0	1.127678340178905E0	0.1578258279557366E0	0.1460340761655797E0
LIMS1	LIMS1	1.66242855426102E-6	6.93702483947986E-6	1.003991770882577E0	1.003991770882577E0	2.109393966199855E0	2.101007226728117E0	0.5407271726595511E0	0.5640819167580415E0
FECH	FECH	1.662511429745271E-6	6.93702483947986E-6	0.9888265964450393E0	-1.011299659207318E0	1.048601573350362E0	1.060450413773478E0	0.0560514784342625E0	0.07622209946950181E0
RNASEH2B	RNASEH2B	1.664060203188095E-6	6.942070819093541E-6	0.9910769664713304E0	-1.009003370909163E0	1.234379128797148E0	1.245492701936238E0	0.2095936398798807E0	0.2340306284691951E0
DPH7	DPH7	1.671841405426202E-6	6.973109675905738E-6	0.9933334617859787E0	-1.006711279213362E0	1.033343368999347E0	1.040278424871978E0	0.03936673774641967E0	0.05360742919497123E0
SIK1	.	1.673985764005799E-6	6.980629868254198E-6	0.9513239269440691E0	-1.051166665398917E0	1.535777614469575E0	1.614358233796287E0	0.3924442373641547E0	0.441383156540742E0
CA8	CA8	1.67609007883929E-6	6.98798004327492E-6	1.046524598118244E0	1.046524598118244E0	1.192217028885223E0	1.139215486218813E0	0.1176693953874787E0	0.0984086205628604E0
HLTF	HLTF	1.680476716559023E-6	7.004840777340403E-6	0.999969206090696E0	-1.000030794857598E0	1.120432153010147E0	1.120466656558747E0	0.117320384614321E0	0.1298814498015795E0
WDR36	WDR36	1.681332805647534E-6	7.006981022109652E-6	1.000258793681378E0	1.000258793681378E0	1.207213243539066E0	1.206900905210748E0	0.1980803491322339E0	0.2135192159906216E0
ERBIN	ERBIN	1.684109428357056E-6	7.0171226181544E-6	0.9842528275900329E0	-1.015999113203997E0	3.731162609205255E0	3.790857902172451E0	0.8419662073087946E0	0.8716862162523091E0
LOC100430028	.	1.686850715221235E-6	7.027112879664747E-6	0.9926905875491097E0	-1.007363233360494E0	1.239093510950578E0	1.248217245627181E0	0.2047213499838023E0	0.2272631745265026E0
SH2B1	.	1.688706976366028E-6	7.033067787518555E-6	0.9902800504937208E0	-1.009815354254014E0	1.087380489707245E0	1.098053514422626E0	0.09924182977947743E0	0.1204264184991479E0
SDCBP	SDCBP	1.688968014890153E-6	7.033067787518555E-6	0.9892437968272102E0	-1.010873157059249E0	1.093022127226683E0	1.104906728485253E0	0.09600004343163826E0	0.116987914938227E0
CCDC134	CCDC134	1.689592076248299E-6	7.034234112230805E-6	0.9999385944475079E0	-1.000061409323366E0	1.079328960525711E0	1.079395241386866E0	0.0815881275391585E0	0.09232271963190189E0
STX6	STX6	1.700357132428106E-6	7.077611104855437E-6	0.9921049808813991E0	-1.007957846468613E0	1.128098798293169E0	1.137076035331413E0	0.1287366853152019E0	0.1492781445557866E0
ZNF710	.	1.705177613553489E-6	7.096231623355485E-6	0.9876305521390607E0	-1.012524367370115E0	1.276776184065754E0	1.292766998044407E0	0.2321401503548827E0	0.2596167878625372E0
PPRC1	PPRC1	1.70973882751557E-6	7.113765823538842E-6	0.984804992953272E0	-1.015429457766213E0	1.083755500006333E0	1.100477259722581E0	0.0920581076005671E0	0.117646909177858E0
LYRM1	LYRM1	1.714044036593701E-6	7.130227939044178E-6	1.006963882845111E0	1.006963882845111E0	1.085051918374501E0	1.077548000340148E0	0.08810879431877769E0	0.09201778160070764E0
CXXC5	CXXC5	1.714507116945543E-6	7.130703791241886E-6	0.9880005190215697E0	-1.012145217282187E0	1.064684779248367E0	1.077615607229376E0	0.07131280523790828E0	0.09285110260528837E0
LOC114679282	.	1.715969221049994E-6	7.135333584886616E-6	1.00288963612299E0	1.00288963612299E0	1.05122672988642E0	1.048197819602857E0	0.06021132300891158E0	0.06575717000379502E0
LOC719250	.	1.719434036595581E-6	7.14828746663542E-6	0.9782652520434795E0	-1.022217642823477E0	1.067386542569098E0	1.091101355526485E0	0.09065522655646127E0	0.1217528920811184E0
LOC710661	.	1.720758722401071E-6	7.152340624614209E-6	0.98995408336673E0	-1.0101478612009E0	1.079204923225058E0	1.090156544993274E0	0.08735955611433142E0	0.1079671319199854E0
DPY19L4	DPY19L4	1.723371193085304E-6	7.161743730663377E-6	0.9864181037724138E0	-1.01376890405361E0	1.173658480655665E0	1.189818471667518E0	0.1700610895964831E0	0.1971767269397237E0
IFIH1	.	1.725652883699521E-6	7.169768685829987E-6	0.9838884585267381E0	-1.016375373990449E0	1.192052175458405E0	1.211572475647665E0	0.1768138252724019E0	0.2057227819335778E0
SH3TC1	SH3TC1	1.726620468045503E-6	7.172331621273721E-6	0.9861490255501186E0	-1.014045518568712E0	1.08513440456153E0	1.100375679990347E0	0.0946908077285848E0	0.1191015650433317E0
P2RX5	.	1.727986878030661E-6	7.175939053760277E-6	0.9873679524596405E0	-1.012793657631779E0	1.039115108878875E0	1.05240919182188E0	0.0496867819289475E0	0.07109367723067375E0
CRIPT	CRIPT	1.728190701211216E-6	7.175939053760277E-6	1.003765236301001E0	1.003765236301001E0	1.062692968740369E0	1.058706687887024E0	0.06920591499146468E0	0.07414987731915497E0
VCPIP1	VCPIP1	1.730749383810351E-6	7.18510452678069E-6	0.9916303146335342E0	-1.008440328258378E0	1.189787851930792E0	1.199830051958919E0	0.1902284169361367E0	0.2134941653116832E0
CPSF4	CPSF4	1.739758121344085E-6	7.221037869187446E-6	0.9883823350062798E0	-1.011754221602561E0	1.049004012909018E0	1.061334238538726E0	0.0569034587727877E0	0.0778711100849763E0
RECQL	RECQL	1.740356978419125E-6	7.222057672214103E-6	0.9985217446730524E0	-1.001480443800882E0	1.118363110954175E0	1.120018784688922E0	0.1253778336807439E0	0.1398949423139446E0
LOC717098	.	1.746432320204328E-6	7.245798528743863E-6	0.9908056618239645E0	-1.009279658494391E0	1.056864930110347E0	1.066672275736469E0	0.06487849145142222E0	0.08384171894492018E0
DPF2	DPF2	1.756174885847449E-6	7.284741666446314E-6	0.9859592017384927E0	-1.014240749755923E0	1.091079106935535E0	1.106616891461319E0	0.104085205212704E0	0.1294085535134388E0
CABYR	CABYR	1.757070396068988E-6	7.286817614634149E-6	1.02362124518257E0	1.02362124518257E0	1.108310473926892E0	1.082734926754296E0	0.1114735845099308E0	0.09631792416366163E0
LOC705269	.	1.757387993905898E-6	7.286817614634149E-6	0.9926148596387181E0	-1.007440086443971E0	1.076840598105935E0	1.08485238524222E0	0.08879157554486229E0	0.1073195716330914E0
LOC705607	.	1.758454146405517E-6	7.289760246096255E-6	0.999364777648505E0	-1.000635626115411E0	1.045695951792154E0	1.046360623447892E0	0.05119132309430028E0	0.05983549223245014E0
SELENOT	SELENOT	1.760834838937518E-6	7.298150072207589E-6	0.9964380137419391E0	-1.003574719359295E0	1.245792043871638E0	1.250245400808522E0	0.2361433203343998E0	0.2561854215828117E0
DCUN1D2	DCUN1D2	1.773059163601151E-6	7.347327233159786E-6	0.9834541194639475E0	-1.016824252609843E0	1.214155181518602E0	1.234582435000021E0	0.204739725110618E0	0.2348230405214489E0
HTRA4	HTRA4	1.778529680751533E-6	7.367152510047767E-6	0.9999844693418389E0	-1.000015530899366E0	1.04851548833368E0	1.048531772722213E0	0.05194229892740226E0	0.06010289112758438E0
CHAMP1	CHAMP1	1.778563909149429E-6	7.367152510047767E-6	1.002583656994706E0	1.002583656994706E0	1.11056398545558E0	1.107702063271758E0	0.1162923358028751E0	0.1262179501948315E0
C6H5orf34	C6H5orf34	1.780198415457512E-6	7.372429646842067E-6	0.9965805855116929E0	-1.003431147002078E0	1.066436984881453E0	1.070096086945034E0	0.07057432887441317E0	0.08450995128412564E0
ZNF106	ZNF106	1.781913307241643E-6	7.37803748392217E-6	0.9927492710980087E0	-1.007303685948791E0	1.431145671448403E0	1.441598309979634E0	0.3445904364955903E0	0.371062341014297E0
WBP1	WBP1	1.783075481376349E-6	7.381354978572134E-6	0.9988637457462393E0	-1.001137546796147E0	1.050951361850032E0	1.052146868204611E0	0.05905321462011869E0	0.06878022025671175E0
SS18L1	SS18L1	1.786792471314412E-6	7.395245099854225E-6	0.9823134449879989E0	-1.018005001460829E0	1.122470303476275E0	1.142680382930103E0	0.1283797037735271E0	0.1570394104476791E0
RGS19	RGS19	1.788776291644649E-6	7.401957742641251E-6	0.9895931158540796E0	-1.010516326335737E0	1.077757808261307E0	1.089091861083872E0	0.08892756484888606E0	0.1102359341646693E0
PPP6C	PPP6C	1.78933916850088E-6	7.402788993696744E-6	1.001409785459305E0	1.001409785459305E0	1.100112537690728E0	1.098563798421594E0	0.1094933962153924E0	0.1194858315602789E0
TMX1	TMX1	1.794574349234243E-6	7.42294608451462E-6	0.9916245917289662E0	-1.008446148210615E0	1.136179161401372E0	1.145775498992381E0	0.1438320573662918E0	0.1654402154164798E0
OSBPL11	OSBPL11	1.796287835253984E-6	7.428531088158537E-6	1.001322293644084E0	1.001322293644084E0	1.180293645943033E0	1.178735012128436E0	0.1753005847116755E0	0.1893020722426338E0
LOC100424232	.	1.808839774852799E-6	7.478927091738727E-6	1.013688005221597E0	1.013688005221597E0	1.108085931386622E0	1.093123254570216E0	0.1201859538501679E0	0.1164871054711642E0
MAIP1	MAIP1	1.812226171571392E-6	7.491414030449762E-6	0.9991121857436738E0	-1.000888603170889E0	1.075385809974137E0	1.07634140121481E0	0.08108287217215808E0	0.09245568165299285E0
MDFIC	MDFIC	1.814832812474521E-6	7.50067320434599E-6	1.008475253596865E0	1.008475253596865E0	1.569544969174223E0	1.556354470351381E0	0.3641293827922736E0	0.3811111498263778E0
RNF139	RNF139	1.822128850026417E-6	7.529305916961048E-6	1.00185197849267E0	1.00185197849267E0	1.111295585577058E0	1.109241294556358E0	0.1176622789627785E0	0.1276366928081614E0
