Gene ID	Gene name	P-value (After vs Before)	FDR step up (After vs Before)	Ratio (After vs Before)	Fold change (After vs Before)	LSMean(After) (After vs Before)	LSMean(Before) (After vs Before)	Pct(After) (After vs Before)	Pct(Before) (After vs Before)
MDH1	MDH1	8.860805457144877E-7	3.858676993156148E-6	1.008523731811818E0	1.008523731811818E0	1.137906676288774E0	1.128289439698676E0	0.1421184955268698E0	0.1467389402581043E0
GEMIN2	GEMIN2	8.873303585232867E-7	3.86329696227405E-6	0.9943564012861128E0	-1.005675629690308E0	1.035263329759355E0	1.041139101051024E0	0.04109144852268506E0	0.0551250553413779E0
MED26	.	8.909003635926268E-7	3.878014566936827E-6	1.008336385952301E0	1.008336385952301E0	1.265440960783978E0	1.254978971713751E0	0.2357800028726346E0	0.2462662923411953E0
NOL7	NOL7	8.92567376231665E-7	3.884444103838593E-6	1.014475159041429E0	1.014475159041429E0	1.198903859920579E0	1.181797158102339E0	0.1942878288145959E0	0.1951814127198525E0
ASB1	ASB1	8.939997455659229E-7	3.889849956770877E-6	0.9807084214272082E0	-1.019671064458401E0	1.146923211909114E0	1.169484412339415E0	0.1444902944571294E0	0.1757378457376382E0
SCARB2	SCARB2	8.955598743698467E-7	3.895549730807454E-6	0.976383291921413E0	-1.024187947780335E0	1.145954231936973E0	1.173672513057719E0	0.1385976017636518E0	0.1723482555796064E0
MNT	MNT	8.956907009416456E-7	3.895549730807454E-6	0.9830369575376913E0	-1.017255752525111E0	1.086005098391213E0	1.104744933610061E0	0.09419504467032669E0	0.1216392679629542E0
GPATCH11	GPATCH11	8.966528024512165E-7	3.898904913911838E-6	1.000152803027917E0	1.000152803027917E0	1.075944008414706E0	1.075779626030477E0	0.08169107734595772E0	0.09213919664737007E0
ARMH2	.	9.037652671795038E-7	3.928996537802052E-6	0.9919761709067924E0	-1.0080887316939E0	1.034269716247131E0	1.04263564648098E0	0.03752923183935006E0	0.05386439141946753E0
ZC3H12A	ZC3H12A	9.049246316728001E-7	3.933200577621415E-6	1.010026689409583E0	1.010026689409583E0	1.085745058603521E0	1.074966701363306E0	0.09287960708995294E0	0.09354520478656311E0
TTC9C	TTC9C	9.163450962468284E-7	3.981992609062397E-6	0.9971017175824245E0	-1.002906706875004E0	1.040904595887797E0	1.043930200432888E0	0.04783313115118965E0	0.0593459813127017E0
TRIM37	TRIM37	9.214563990722609E-7	4.003229575735934E-6	1.004481890603436E0	1.004481890603436E0	1.183074098629698E0	1.177795348723484E0	0.1755731392261059E0	0.1866003535596363E0
LOC106996620	.	9.216237086828742E-7	4.003229575735934E-6	0.9891125826284629E0	-1.011007257983318E0	1.064640579401108E0	1.076359352918084E0	0.06586889810694421E0	0.08637297012431785E0
HSPA4	HSPA4	9.222678128972803E-7	4.005176634901122E-6	0.9939829590756186E0	-1.00605346487024E0	1.250753710347988E0	1.258325103994901E0	0.2383539965895123E0	0.2611707477010994E0
RHBDL3	RHBDL3	9.239363399915492E-7	4.011570733084328E-6	0.9888603579098912E0	-1.011265131624504E0	1.039564481139998E0	1.051275311852199E0	0.03983216656195321E0	0.05791588019544097E0
PIGX	PIGX	9.274696016747781E-7	4.025340973714156E-6	0.9954632660450995E0	-1.00455740971028E0	1.067982352672505E0	1.072849585816982E0	0.071336640730541E0	0.08640455615387141E0
RAB1B	RAB1B	9.275015485643572E-7	4.025340973714156E-6	0.9920429404881872E0	-1.008020882148405E0	1.077926646524842E0	1.086572569121243E0	0.08988272267405077E0	0.1093394742074764E0
TRIM44	TRIM44	9.29594050180785E-7	4.033566375174422E-6	0.9711823437262797E0	-1.029672755543672E0	1.592232417332175E0	1.639478340620383E0	0.3907551889567589E0	0.431775577206303E0
HEXIM1	HEXIM1	9.317044290524342E-7	4.041865840925388E-6	1.000871483033977E0	1.000871483033977E0	1.230631340950735E0	1.229559800445386E0	0.2208649273728358E0	0.2372769330963268E0
P2RY10	P2RY10	9.324252580045197E-7	4.0441350002529E-6	0.9876706390477321E0	-1.012483271715109E0	1.164451713991326E0	1.178987881136204E0	0.1587291855193649E0	0.1843771896851141E0
KCNH3	KCNH3	9.328021409737992E-7	4.044911743620482E-6	1.002827840589511E0	1.002827840589511E0	1.045275477115426E0	1.04232793985951E0	0.04837508234659538E0	0.05379737963111041E0
KCNA3	KCNA3	9.421819374688679E-7	4.084719232825598E-6	0.9821088330890277E0	-1.018217091943567E0	1.218997014949745E0	1.241203595650018E0	0.2010530810793475E0	0.2324955444146629E0
LRRC41	LRRC41	9.453048467333857E-7	4.097389596375103E-6	0.9885864890850856E0	-1.011545283129934E0	1.121930575608987E0	1.134883581756522E0	0.1285559685471199E0	0.1520880866792853E0
RPL36	.	9.466883569286797E-7	4.102516825427315E-6	1.017340693661576E0	1.017340693661576E0	1.092032709427246E0	1.073418881433752E0	0.1012224858656942E0	0.09173229525826537E0
LOC703700	.	9.469724513433434E-7	4.10287852329902E-6	0.9948702173632668E0	-1.005156232991202E0	1.157200440480753E0	1.163167235569394E0	0.147410236006589E0	0.1663401280754603E0
CBR4	CBR4	9.536468016380077E-7	4.130920799300415E-6	0.9780790363180231E0	-1.022412262064729E0	1.065811641489608E0	1.089698891310312E0	0.06373672583142746E0	0.09080295792065271E0
TRMT1	TRMT1	9.560736801139684E-7	4.140556280883239E-6	0.9917550474516739E0	-1.008313496936075E0	1.037665645766403E0	1.046292275933152E0	0.04127499002941393E0	0.05781630918702746E0
PMPCB	PMPCB	9.56406358887384E-7	4.141120059124921E-6	1.01189111017295E0	1.01189111017295E0	1.11620441011301E0	1.10308747541248E0	0.124667184341284E0	0.12363191039226E0
SYPL1	SYPL1	9.57970683224122E-7	4.14701534122212E-6	0.9879571774083602E0	-1.012189620023037E0	1.165856723565531E0	1.180068074027098E0	0.1658037258300631E0	0.1917148115783154E0
LGALS8	LGALS8	9.586749599721515E-7	4.149185805593757E-6	0.9901910110783171E0	-1.009906158318889E0	1.113876945194261E0	1.124911186561116E0	0.1182340536401326E0	0.1397612711316127E0
RAD23B	RAD23B	9.63131932762984E-7	4.16759374206581E-6	0.9825666604320256E0	-1.017742653267219E0	1.331094530788941E0	1.35471167951462E0	0.2883889183615905E0	0.3215419502890463E0
SH3BP5L	SH3BP5L	9.63563629330365E-7	4.168579695325992E-6	0.9891911789388058E0	-1.010926928273653E0	1.030011055792844E0	1.041265912720562E0	0.03615476258577027E0	0.05458112317415513E0
IL6ST	IL6ST	9.74534360320694E-7	4.215149676090988E-6	0.9398677379289737E0	-1.063979493756781E0	3.112875937606253E0	3.312036164221965E0	0.7386790389058806E0	0.7835278379571513E0
LOC698300	.	9.765559771945948E-7	4.223000578056558E-6	0.9836546134581002E0	-1.016616997794009E0	1.068453239002424E0	1.086207724117928E0	0.07269298043190299E0	0.09888014230244369E0
FAM110A	FAM110A	9.774926074124211E-7	4.22615725614884E-6	1.00761797248919E0	1.00761797248919E0	1.05776603745958E0	1.049768926656306E0	0.06641212933917813E0	0.06759013444231575E0
SLIRP	SLIRP	9.796862350253136E-7	4.234746038103501E-6	1.009544917324469E0	1.009544917324469E0	1.060135736079236E0	1.050112499093992E0	0.06621370401391885E0	0.06508193646481322E0
CHD3	CHD3	9.825762848914093E-7	4.246340876168496E-6	0.9473288353138307E0	-1.055599663731043E0	3.384830069971045E0	3.573025483648156E0	0.8081173330826044E0	0.8480482005330188E0
MTFR2	MTFR2	9.915669071380845E-7	4.284289721312873E-6	1.001458853305954E0	1.001458853305954E0	1.107518840180711E0	1.10590548630594E0	0.1136787746686419E0	0.1245705363313526E0
RGS14	RGS14	9.927268388443267E-7	4.288395406499046E-6	0.9891846298252746E0	-1.010933621336834E0	1.197399723919909E0	1.210491639090078E0	0.1960609520622388E0	0.222019373978601E0
GNB2	GNB2	9.954821336144448E-7	4.298993648129993E-6	1.002132174195406E0	1.002132174195406E0	1.075649499083221E0	1.073360906655692E0	0.08405304495256875E0	0.09220636668106579E0
ZC3H6	ZC3H6	9.956006805644814E-7	4.298993648129993E-6	0.9956355500957437E0	-1.004383581827544E0	1.371933727608554E0	1.377947711365493E0	0.2927881183265166E0	0.316269856536997E0
LOC723733	.	1.003111183894845E-6	4.330509544152331E-6	1.011272133032597E0	1.011272133032597E0	1.054815042783599E0	1.043057559215466E0	0.06148838701637169E0	0.05576372514320423E0
PHKG2	PHKG2	1.006638175260477E-6	4.344818633194756E-6	1.008493273328019E0	1.008493273328019E0	1.155059285004086E0	1.14533167007887E0	0.160206110446833E0	0.1654303865665464E0
NEK3	NEK3	1.010707426640779E-6	4.361461674362511E-6	0.9896932818361736E0	-1.010414052871718E0	1.075685258273816E0	1.086887501426808E0	0.08003133311627102E0	0.1008286187405584E0
NKD1	NKD1	1.012597016569749E-6	4.368693879504509E-6	0.9638384480357046E0	-1.03751827086582E0	1.222680961762572E0	1.268553837268461E0	0.186263839960625E0	0.2267022790876646E0
RSAD1	RSAD1	1.017565675609513E-6	4.388755464388539E-6	0.9939548662753781E0	-1.006081899621131E0	1.013818454859381E0	1.019984396935886E0	0.01564990683316983E0	0.02690669193339014E0
RNASEH2A	RNASEH2A	1.017676205972149E-6	4.388755464388539E-6	1.001904985763112E0	1.001904985763112E0	1.017417816823858E0	1.015483335527001E0	0.01878353220341361E0	0.02199813061917984E0
GNG7	GNG7	1.018120221574212E-6	4.389744577523221E-6	1.000991634587691E0	1.000991634587691E0	1.130910023043236E0	1.129789684515253E0	0.1163979328140199E0	0.1293403870857561E0
LMNB1	LMNB1	1.018635106708738E-6	4.390563814871273E-6	0.985190046488019E0	-1.015032585402964E0	1.13634913531251E0	1.15343140073668E0	0.1359832234890631E0	0.1627367743544481E0
LOC114676224	.	1.018739623548371E-6	4.390563814871273E-6	1.000155987803083E0	1.000155987803083E0	1.000224280187278E0	1.000068281733077E0	6.484384595659758E-4	5.151345611662204E-4
SLC35A1	SLC35A1	1.024957616113655E-6	4.416431363153023E-6	0.9867599528116197E0	-1.013417698144979E0	1.143496682348681E0	1.158839775662221E0	0.1451701536823225E0	0.1712147287380547E0
XYLT1	XYLT1	1.026861853992145E-6	4.423704426825228E-6	0.9326598609678821E0	-1.072202248483423E0	4.735447338094648E0	5.077357283479922E0	0.8566997555749982E0	0.8914766583813163E0
TXNDC12	TXNDC12	1.028299645322583E-6	4.428965405822837E-6	0.9995861196747414E0	-1.000414051693108E0	1.103938444508997E0	1.104395532091033E0	0.1029832402612193E0	0.1160859156869847E0
PREP	PREP	1.030353807829342E-6	4.436878368100661E-6	1.024049407975076E0	1.024049407975076E0	1.567512469679639E0	1.530700039931852E0	0.3894869817934322E0	0.3934481650903703E0
ZSWIM6	ZSWIM6	1.03411585816726E-6	4.452140905162202E-6	0.9789813543796443E0	-1.021469914137103E0	1.843435094609556E0	1.883013487808145E0	0.4800564465551767E0	0.5172058550277951E0
C17H13orf46	C17H13orf46	1.038100315708944E-6	4.467893662695984E-6	0.9866971377386848E0	-1.013482214301141E0	1.080258657803085E0	1.094822936528249E0	0.08156093308240796E0	0.1042072438418747E0
LOC114677576	.	1.038211769444074E-6	4.467893662695984E-6	0.9935527447881647E0	-1.006489092044338E0	1.031487752465512E0	1.038181171433868E0	0.03524455079986775E0	0.04850037284100375E0
TMEM126B	TMEM126B	1.049137403619229E-6	4.513961688199715E-6	0.9990589315137721E0	-1.000941954930328E0	1.057300738839009E0	1.058296668482798E0	0.06236976007569196E0	0.07240818808732102E0
LMBR1L	LMBR1L	1.049956448229141E-6	4.516535415710124E-6	0.9843258610543111E0	-1.015923729697501E0	1.16124247567963E0	1.17973378697561E0	0.1649122739667965E0	0.1933272502383522E0
SPSB1	SPSB1	1.053732886058259E-6	4.531827028368325E-6	0.9853326321054187E0	-1.014885701961622E0	1.298953391997364E0	1.318289225052674E0	0.2411228532845716E0	0.2704316955959896E0
TNFRSF1A	TNFRSF1A	1.060513218575923E-6	4.560028452455346E-6	0.9901575381465867E0	-1.009940298865811E0	1.07320152106771E0	1.083869464930366E0	0.08086586638921711E0	0.1011699593959995E0
URB1	URB1	1.065455987103726E-6	4.579793144039774E-6	0.9947243496001583E0	-1.005303630500211E0	1.146208048303479E0	1.152287112268049E0	0.1395111985101863E0	0.158560326123544E0
GTPBP8	GTPBP8	1.065557739821088E-6	4.579793144039774E-6	0.9887507613616016E0	-1.01137722374333E0	1.099517015942924E0	1.112026467042905E0	0.1042843224005737E0	0.1269638635221586E0
LYAR	LYAR	1.069097209427384E-6	4.594040330487498E-6	0.9893971988282135E0	-1.010716425298499E0	1.11186939806216E0	1.12378466340818E0	0.116044483429231E0	0.1382259187016756E0
UBXN1	UBXN1	1.072102262411612E-6	4.605985560150729E-6	0.9964491861497812E0	-1.003563467058405E0	1.16603957400776E0	1.170194717618533E0	0.1716582558599577E0	0.1897008295532546E0
CEP192	CEP192	1.073080254543337E-6	4.609218904728258E-6	0.9975552986266422E0	-1.002450692584886E0	1.671140592558977E0	1.675236044417463E0	0.4400746150957244E0	0.4648717659353273E0
NUP155	NUP155	1.07870197851856E-6	4.632392998887979E-6	1.000803440106202E0	1.000803440106202E0	1.175195803670141E0	1.174252362227525E0	0.1740279749758512E0	0.1881406533068583E0
PLAA	PLAA	1.095520635541194E-6	4.703631534078818E-6	0.9973939053342397E0	-1.002612904141305E0	1.145764342900464E0	1.148758115296988E0	0.1470165827671904E0	0.1637363752727111E0
MBNL3	MBNL3	1.09739131715081E-6	4.71067431480564E-6	0.9815404695622094E0	-1.018806693162661E0	1.447497447154655E0	1.474720087497028E0	0.320622082527147E0	0.3546650949828733E0
CLOCK	CLOCK	1.101160135852372E-6	4.725860394161808E-6	0.9788320466980608E0	-1.021625725652676E0	1.236118048298655E0	1.262849998085482E0	0.1927820741650915E0	0.2256214266039396E0
TICAM1	TICAM1	1.112761897958948E-6	4.774166550440084E-6	1.012327482289762E0	1.012327482289762E0	1.090663593618093E0	1.077382183827652E0	0.09859869476555286E0	0.0957050112199882E0
TMEM25	TMEM25	1.112882735743173E-6	4.774166550440084E-6	0.9987900504415606E0	-1.001211415309859E0	1.048824144181014E0	1.050094705806625E0	0.05593474417932241E0	0.06630596691899278E0
LETM2	LETM2	1.113244042949548E-6	4.774714907365405E-6	1.019948165709473E0	1.019948165709473E0	1.086855797877707E0	1.065599051420122E0	0.09642756563732503E0	0.08264938364938777E0
CUX1	CUX1	1.114627774301266E-6	4.779647302256423E-6	0.9706847084585465E0	-1.030200631869442E0	1.961551572483792E0	2.0207916694173E0	0.5309286841872398E0	0.572355434244501E0
AP2M1	AP2M1	1.114992315809361E-6	4.78020814639443E-6	1.003210686019609E0	1.003210686019609E0	1.105410981802139E0	1.101873212882156E0	0.1160500386466599E0	0.1250800852692641E0
CDYL2	CDYL2	1.11524719870193E-6	4.780298724262099E-6	0.9767140835966067E0	-1.023841077746771E0	1.775905781141635E0	1.818245288940773E0	0.4541712727918586E0	0.4919600125870601E0
ZNF490	.	1.117001438344366E-6	4.785826964899131E-6	0.991634729562809E0	-1.008435838507672E0	1.062577713174507E0	1.071541447164699E0	0.06942091490927396E0	0.08813388093695662E0
LOC106993830	.	1.117004992834403E-6	4.785826964899131E-6	0.9922120157592496E0	-1.00784911300917E0	1.038093010807159E0	1.046241120163014E0	0.04771582413697856E0	0.06541266189624348E0
SLC25A40	SLC25A40	1.121163853534668E-6	4.802454730835964E-6	0.9991472377008053E0	-1.000853490123395E0	1.135594034684051E0	1.136563252976839E0	0.1361085320278095E0	0.1507986542394034E0
CD2BP2	CD2BP2	1.121355566735537E-6	4.802454730835964E-6	0.9925445768042489E0	-1.007511424040778E0	1.039640550463206E0	1.047449731487723E0	0.04747202045135297E0	0.06346754960096458E0
BCL2L1	BCL2L1	1.122145356968753E-6	4.804830935931952E-6	0.9865501405571918E0	-1.013633224394669E0	1.206474282715411E0	1.222922417338067E0	0.1819358299883727E0	0.209420947183249E0
TRIP4	TRIP4	1.132326321595653E-6	4.847072729237826E-6	1.0031876942798E0	1.0031876942798E0	1.154672917773692E0	1.151003869323422E0	0.1495142878042628E0	0.1609465079219389E0
CD99	.	1.13248476774075E-6	4.847072729237826E-6	1.017134667350537E0	1.017134667350537E0	1.145486412616537E0	1.126189529652287E0	0.1485304418818178E0	0.1444714368645559E0
TTLL10	TTLL10	1.140579772296309E-6	4.88069812585468E-6	1.010645805595367E0	1.010645805595367E0	1.110839257008533E0	1.099138047037303E0	0.1257983203237271E0	0.1261421323662448E0
RFX1	RFX1	1.141664338288883E-6	4.884317095817504E-6	1.011468199911993E0	1.011468199911993E0	1.128658879843201E0	1.115861951904572E0	0.1330971604720349E0	0.1339936723458544E0
LOC702313	.	1.14272422413464E-6	4.887828986311103E-6	0.9999066162144044E0	-1.000093392506942E0	1.000127068651007E0	1.000220473025208E0	3.115731533750998E-4	6.923788599276584E-4
ZNF605	ZNF605	1.143347856946695E-6	4.889473792254268E-6	0.9824739837409117E0	-1.017838656849065E0	1.119851003567939E0	1.139827641342668E0	0.1223884379890812E0	0.1509378198983671E0
RFX3	RFX3	1.144736600955376E-6	4.894389188696936E-6	1.023063053333684E0	1.023063053333684E0	3.026343136222819E0	2.958119860121408E0	0.7353304294510264E0	0.7503595419759798E0
MCPH1	MCPH1	1.145105679833946E-6	4.894943802801882E-6	0.9966024187413263E0	-1.003409164170969E0	1.477843737651757E0	1.48288194957245E0	0.3322633195672303E0	0.356688875318981E0
ARL8B	ARL8B	1.148653103855144E-6	4.908056582748455E-6	0.9881247056030111E0	-1.012018011825483E0	1.322023455290966E0	1.337911548810219E0	0.281977889767869E0	0.3109391181498595E0
MIEF1	MIEF1	1.148653242299956E-6	4.908056582748455E-6	0.993934335215223E0	-1.006102681605685E0	1.074423333818304E0	1.080980197334316E0	0.08352730287329521E0	0.1005668018496264E0
POLA2	POLA2	1.149762349217375E-6	4.911769384060022E-6	0.9999613223396089E0	-1.00003867915641E0	1.098813097328631E0	1.098855598492288E0	0.1016132343101714E0	0.1131611104350447E0
PIK3C2B	PIK3C2B	1.150613614608886E-6	4.914379368995764E-6	1.010737830246558E0	1.010737830246558E0	1.31704972956308E0	1.303057716996505E0	0.2711498878450211E0	0.2806935825112695E0
SLC12A4	SLC12A4	1.152278015226217E-6	4.920460516052648E-6	0.9886027259051934E0	-1.011528669501059E0	1.085898731073263E0	1.098417698655426E0	0.09703047940268379E0	0.1198806520878033E0
PIK3CG	PIK3CG	1.167078822361666E-6	4.982622529706903E-6	0.9933518783162064E0	-1.006692615002714E0	1.251688977614242E0	1.260066050044555E0	0.2324478784747525E0	0.2562962658779631E0
MSS51	MSS51	1.167809204338792E-6	4.984700110358649E-6	0.9842582840435415E0	-1.015993480788181E0	1.082476683015435E0	1.099789253048896E0	0.09137526663919521E0	0.1176390070817229E0
DHX32	DHX32	1.168441142285205E-6	4.986356711129476E-6	0.9937673995957775E0	-1.006271689337724E0	1.07369952098755E0	1.080433430825246E0	0.07010418630392527E0	0.08616184255915697E0
KCNG2	KCNG2	1.169312041970907E-6	4.989032184082003E-6	0.981076354119553E0	-1.019288657606502E0	1.09576508467388E0	1.116900922209314E0	0.0839134775611257E0	0.1092565035987854E0
ALDH8A1	.	1.169892453023459E-6	4.990467389305329E-6	1.004471268614032E0	1.004471268614032E0	1.035550321685193E0	1.030940708850781E0	0.03956284124864554E0	0.04195419628215308E0
ACAP3	ACAP3	1.176445095563137E-6	5.017372722474692E-6	0.9897669558847446E0	-1.010338841940938E0	1.0597836923655E0	1.07074062845245E0	0.06655798721712364E0	0.08614513987404959E0
HMGB2	HMGB2	1.178635560372675E-6	5.025666640871809E-6	0.9935447636841216E0	-1.006497177129636E0	1.13686844173296E0	1.144254877371993E0	0.1322222235632977E0	0.1529202280806974E0
TUBA1A	TUBA1A	1.179088233604913E-6	5.026548754892738E-6	1.010432684664433E0	1.010432684664433E0	1.096058610302372E0	1.08474184073566E0	0.09831368954895492E0	0.09875686455707353E0
ATF6	ATF6	1.181469320821192E-6	5.035649772987366E-6	0.9785389578128052E0	-1.021931719749987E0	1.668965941014911E0	1.705569234305523E0	0.4495501196010985E0	0.4871548673795762E0
MRPL42	MRPL42	1.183685623629135E-6	5.044044801670309E-6	0.9876870692619077E0	-1.012466429015107E0	1.087609636104567E0	1.10116824442921E0	0.09648109425234061E0	0.1204790699756123E0
METTL22	METTL22	1.189218700736739E-6	5.066567172930483E-6	0.9896024218017491E0	-1.01050682371949E0	1.081135714444439E0	1.092495016812951E0	0.08829267944093286E0	0.1092249103821901E0
CEP19	CEP19	1.193127840748428E-6	5.082162954239815E-6	1.005256314519643E0	1.005256314519643E0	1.082965706951544E0	1.077303063218294E0	0.08943387543221898E0	0.09464279524849989E0
YKT6	YKT6	1.193621075534778E-6	5.083205121758896E-6	0.9924401358359595E0	-1.007617451059325E0	1.047282946540158E0	1.055260573130693E0	0.0568132012049036E0	0.07356804808323858E0
GTF2H3	GTF2H3	1.195264550890582E-6	5.089144298503518E-6	1.001011531658593E0	1.001011531658593E0	1.067048121993985E0	1.065969859733758E0	0.07234323603640626E0	0.08135137108412936E0
C13H2orf49	C13H2orf49	1.206087780203368E-6	5.134158015228742E-6	0.9953846300194545E0	-1.004636770391417E0	1.078393253372067E0	1.083393515279606E0	0.08197211876626678E0	0.09737843662957843E0
SCAMP3	SCAMP3	1.210495786607697E-6	5.151849913866267E-6	0.9976691060686173E0	-1.002336339691391E0	1.061230672876616E0	1.063710068219379E0	0.06611492458345933E0	0.07809787980662866E0
NDRG1	NDRG1	1.211606886708515E-6	5.154976769386513E-6	0.9894507496920701E0	-1.010661723497822E0	1.178633784805938E0	1.191200052324731E0	0.1708588105812292E0	0.1951778832352397E0
LOC106999775	.	1.211734637185377E-6	5.154976769386513E-6	0.999670755716884E0	-1.000329352720616E0	1.000159953201602E0	1.00048935860324E0	6.090393141328507E-4	0.00120122790756574E0
PPP1R13L	PPP1R13L	1.213097673313791E-6	5.159702042276835E-6	1.001249136431105E0	1.001249136431105E0	1.013227038889357E0	1.011962959090228E0	0.01426132261354885E0	0.01740875259066502E0
LOC114679339	.	1.217451514046175E-6	5.177143577093839E-6	0.9960468654010309E0	-1.003968823894022E0	1.06897591499701E0	1.073218492150584E0	0.07483001839968459E0	0.08891076280026189E0
CNEP1R1	CNEP1R1	1.221327511458096E-6	5.192546280523504E-6	1.001225449268905E0	1.001225449268905E0	1.048297233376437E0	1.04701417062651E0	0.05484123286129923E0	0.06247514224692417E0
ZDHHC13	ZDHHC13	1.242520752287031E-6	5.281438291381578E-6	1.00046210693547E0	1.00046210693547E0	1.102013924930461E0	1.101504911871231E0	0.1016692753207755E0	0.1135200098567646E0
STK39	STK39	1.242752129981817E-6	5.281438291381578E-6	1.005584550066168E0	1.005584550066168E0	2.88553537953735E0	2.869510454737477E0	0.6925439761773984E0	0.7163250227304527E0
WDR4	WDR4	1.249488284837953E-6	5.30896227403618E-6	0.9919584391059613E0	-1.008106751832553E0	1.077260655730546E0	1.085993740525527E0	0.08597792515425523E0	0.1046223007378195E0
MRPL51	MRPL51	1.249905570821491E-6	5.309632098732756E-6	1.011512426812404E0	1.011512426812404E0	1.033661723550122E0	1.021897206747639E0	0.03884291307255851E0	0.0313345502067213E0
HDGF	HDGF	1.251585715289495E-6	5.315665187470442E-6	1.000461138650384E0	1.000461138650384E0	1.086285048799568E0	1.085784351669031E0	0.09596277528812791E0	0.1067642737320928E0
EXOC4	EXOC4	1.255046948700492E-6	5.329258741886434E-6	0.9536699015543371E0	-1.048580854203485E0	4.151242696632106E0	4.352913612840471E0	0.8384195559813705E0	0.8743638298474357E0
LOC714190	.	1.2554540713694E-6	5.32988078876982E-6	1.00260003489364E0	1.00260003489364E0	1.057613642302853E0	1.054870941047842E0	0.06292246249430308E0	0.06889928329385148E0
VIT	VIT	1.258182507957174E-6	5.340355393882152E-6	1.000284546553349E0	1.000284546553349E0	1.000466469589004E0	1.000181871284808E0	6.82355978350933E-4	7.089860051049193E-4
CLK3	CLK3	1.268943337295879E-6	5.384912066341714E-6	0.9963262788484603E0	-1.003687267142834E0	1.116002127165914E0	1.120117125140746E0	0.1279821006121764E0	0.1444215033480288E0
SMC6	SMC6	1.270114650231411E-6	5.388764439259827E-6	0.9973491423595877E0	-1.002657903363852E0	1.254305830575834E0	1.257639654262221E0	0.2109468142404357E0	0.2301204941916646E0
DDX51	DDX51	1.278410864613553E-6	5.422838038030938E-6	1.000050688378E0	1.000050688378E0	1.035042141279122E0	1.03498967933103E0	0.04354369416511764E0	0.05085449451395874E0
ARRDC2	ARRDC2	1.279541528065311E-6	5.426508554320949E-6	1.000369279018746E0	1.000369279018746E0	1.059294379852305E0	1.058903349062617E0	0.06816580599072897E0	0.0772671336731621E0
TBL2	TBL2	1.282725021978241E-6	5.438881753981966E-6	0.99812211749244E0	-1.001881415584976E0	1.03583538352966E0	1.037784220363703E0	0.04127615847527992E0	0.05105536210859692E0
RANBP9	RANBP9	1.291579576401243E-6	5.475290700125501E-6	1.000807869830282E0	1.000807869830282E0	1.684954503656598E0	1.683594378551734E0	0.4635563027982979E0	0.4861433036876026E0
RUFY2	RUFY2	1.294476397850629E-6	5.486433644776241E-6	0.998757965940807E0	-1.001243578626202E0	1.135688245081673E0	1.137100562709285E0	0.1350282632851024E0	0.1495144102462559E0
HDDC2	HDDC2	1.29647954438816E-6	5.493785056514272E-6	0.9844451909031781E0	-1.01580058416716E0	1.036958522612292E0	1.053343073026682E0	0.04349876223918566E0	0.06603713646268344E0
COG7	COG7	1.301364971006964E-6	5.513344449366565E-6	0.9996177090689555E0	-1.000382437133292E0	1.058296057566954E0	1.058700789277384E0	0.06166682507451873E0	0.07155000386668392E0
TJAP1	TJAP1	1.307994446086982E-6	5.539341589495987E-6	0.9993504729601422E0	-1.000649949199437E0	1.111257978862581E0	1.111980240096311E0	0.1159228588293027E0	0.1291073342929178E0
BLVRB	BLVRB	1.308043057979272E-6	5.539341589495987E-6	1.010588318714915E0	1.010588318714915E0	1.031754859812374E0	1.020944771184744E0	0.03624196357447097E0	0.02912703495251514E0
PRNP	PRNP	1.315603690099647E-6	5.570206099904302E-6	1.006909624236856E0	1.006909624236856E0	1.106475301351848E0	1.098882436634224E0	0.1134067201140992E0	0.1181458466757087E0
DDX23	DDX23	1.317949434809226E-6	5.578982807254953E-6	0.9970085388865139E0	-1.003000436803507E0	1.176350141819263E0	1.179879706078588E0	0.1819663684584066E0	0.2000100429695864E0
DERA	DERA	1.319243751907176E-6	5.583306027835629E-6	0.9822806532823335E0	-1.018038985760797E0	1.334337330146107E0	1.358407422244713E0	0.2553627472422523E0	0.2864838581665976E0
LOC712203	.	1.322835176398305E-6	5.597347270296985E-6	0.9919912035278838E0	-1.008073455131088E0	1.056231354848873E0	1.064758791300293E0	0.06384393640249483E0	0.08162365822790238E0
EPS15L1	EPS15L1	1.327030796582915E-6	5.613701555001074E-6	0.9751458257495818E0	-1.025487648712759E0	1.378178041221171E0	1.413304558999454E0	0.3169130223363953E0	0.3558252673163418E0
MIER3	MIER3	1.327249242955022E-6	5.613701555001074E-6	0.9978560356325663E0	-1.002148570826727E0	1.062858251588386E0	1.065141877820695E0	0.07080743687975094E0	0.08308519590453894E0
TAF1B	TAF1B	1.328457827076693E-6	5.617651481331344E-6	0.9815929528320111E0	-1.018752220169147E0	1.129118485852012E0	1.150291964295763E0	0.1302736223653287E0	0.1596904851732425E0
ST8SIA4	ST8SIA4	1.367456094580888E-6	5.781368024432328E-6	0.9848231262086764E0	-1.015410760965526E0	2.217938461637478E0	2.252118581106019E0	0.611329979226793E0	0.645047558378895E0
STX12	STX12	1.367867244805862E-6	5.78191094590324E-6	1.001368058428096E0	1.001368058428096E0	1.229233030792784E0	1.227553665654545E0	0.2139142655159608E0	0.2293448990706167E0
