Gene ID	Gene name	P-value (After vs Before)	FDR step up (After vs Before)	Ratio (After vs Before)	Fold change (After vs Before)	LSMean(After) (After vs Before)	LSMean(Before) (After vs Before)	Pct(After) (After vs Before)	Pct(Before) (After vs Before)
CES2	CES2	8.423040043226099E-12	2.482271216680572E-11	0.9985518332210241E0	-1.001450267007477E0	1.034451760920853E0	1.035951992180543E0	0.04038607733086363E0	0.047817765950648E0
FHL3	FHL3	8.473888257753968E-12	2.496956114595564E-11	0.9957200510148217E0	-1.004298345685433E0	1.027145930865345E0	1.03156095914559E0	0.03153583658020559E0	0.04107846062491741E0
ADCY10	ADCY10	8.593348255203627E-12	2.531852528104089E-11	0.998993491849283E0	-1.001007522230054E0	1.034943329510702E0	1.03598605792203E0	0.0372932012444788E0	0.04392898425800803E0
GEMIN8	GEMIN8	8.674172491396314E-12	2.555358695747482E-11	0.9977857695171991E0	-1.002219144179489E0	1.035379705165431E0	1.03767736201171E0	0.04048135381512445E0	0.04879576670732252E0
LOC100429281	.	8.675504759025887E-12	2.55544417658658E-11	0.9999768938530208E0	-1.000023106680886E0	1.02480354657699E0	1.024827226385511E0	0.03033729122863119E0	0.0357778597895255E0
BLOC1S1	.	8.717915278566597E-12	2.567628134290296E-11	1.000804218340303E0	1.000804218340303E0	1.038617231127763E0	1.037782627305636E0	0.04454150572038785E0	0.0497509193120357E0
LOC106993124	.	8.744893698064979E-12	2.575264600263593E-11	0.9999957194691632E0	-1.00000428054916E0	1.036280408799203E0	1.036284844648437E0	0.03589054455009427E0	0.04165585121067436E0
ARHGEF33	ARHGEF33	8.800737916203585E-12	2.591398837429687E-11	0.9991705036944168E0	-1.000830184940925E0	1.033365618209973E0	1.03422350278468E0	0.03757248408815111E0	0.04388728219786022E0
PPP1R11	PPP1R11	8.847145238632972E-12	2.604750816925894E-11	1.002542172600135E0	1.002542172600135E0	1.059601985642744E0	1.056915124971373E0	0.06761056227369626E0	0.07203917812493298E0
LOC114669738	.	8.850475907706881E-12	2.605418609949438E-11	1.00018349362196E0	1.00018349362196E0	1.111619677026737E0	1.111415739327224E0	0.1494384273122548E0	0.1588509486354572E0
ST6GALNAC4	ST6GALNAC4	8.881229085488917E-12	2.614157959841066E-11	1.001262775794084E0	1.001262775794084E0	1.022820859069298E0	1.021530894582711E0	0.02827865995825532E0	0.03186260854124498E0
LOC106999575	.	8.912759419388354E-12	2.623123937616913E-11	0.9993158867338485E0	-1.000684581597504E0	1.007103329459908E0	1.007792773866042E0	0.007826299563654784E0	0.01118322121066283E0
ATP5PD	ATP5PD	8.92486085035663E-12	2.626370308081666E-11	0.9996738503961751E0	-1.000326256012094E0	1.022869013036587E0	1.023202730201675E0	0.02623389958924401E0	0.03152344801778302E0
LOC720381	.	8.988920718877578E-12	2.644904174085865E-11	0.9980056782249553E0	-1.001998307042292E0	1.039836540631045E0	1.041914453313021E0	0.04567482602457648E0	0.05421008307895384E0
CFAP410	CFAP410	9.035439063609385E-12	2.658272786056741E-11	0.9966568896068227E0	-1.003354324269505E0	1.032395395034858E0	1.035858383964148E0	0.03923683801544248E0	0.04851171764509044E0
PLAUR	PLAUR	9.041212223337413E-12	2.659652184988964E-11	0.9989219927366257E0	-1.001079170617138E0	1.011110255597001E0	1.012201416075528E0	0.01615498032163726E0	0.02225207675853405E0
ZCCHC18	.	9.055312055750166E-12	2.663480415390495E-11	0.9972260586082496E0	-1.002781657546757E0	1.032643735766527E0	1.035516197007233E0	0.03686001446827464E0	0.04525127786104645E0
NDUFA13	.	9.11370978684543E-12	2.680335708719401E-11	1.000190624528156E0	1.000190624528156E0	1.036205056065343E0	1.0360075676116E0	0.04107177475284685E0	0.0468091268237389E0
ZNF551	ZNF551	9.249268018152255E-12	2.719877087673937E-11	0.9970282547095526E0	-1.002980602883028E0	1.034307825213436E0	1.037390686099205E0	0.04022263056432369E0	0.04910995689248619E0
POU2AF1	POU2AF1	9.267697720361046E-12	2.724969826123424E-11	0.9901064247358341E0	-1.009992436183621E0	1.05623579912533E0	1.066790167942946E0	0.05951887010635463E0	0.07480804367357743E0
MAN2A2	MAN2A2	9.339307105449339E-12	2.7456958259181E-11	0.9952659794103813E0	-1.004756538139105E0	1.042292864367224E0	1.047250570128703E0	0.0540738278555524E0	0.06538313735004214E0
BORA	BORA	9.656386801282263E-12	2.838574887809202E-11	1.003749438607048E0	1.003749438607048E0	1.075585035894196E0	1.071567260238609E0	0.0826331729549585E0	0.08694347223839136E0
PPCS	PPCS	9.710898751791397E-12	2.854256972209381E-11	1.001940402689453E0	1.001940402689453E0	1.039596529978674E0	1.037583200745417E0	0.04712288681360288E0	0.05111349220806571E0
LOC707807	.	9.833578396012404E-12	2.889968952864527E-11	0.9979616012532612E0	-1.002042562303178E0	1.01910987288562E0	1.021191468294772E0	0.02294431629156853E0	0.02967849916583361E0
PLCG2	PLCG2	1.001765337349535E-11	2.943713553323584E-11	0.9779534475508761E0	-1.022543560232172E0	1.242062243538315E0	1.270062748537628E0	0.1664737571662396E0	0.1904387142057327E0
RCAN1	RCAN1	1.005340255488812E-11	2.953864575257206E-11	0.996470648198294E0	-1.003541852244306E0	1.049657568330812E0	1.053375300344957E0	0.047032271215603E0	0.05632498429507258E0
TMEM182	TMEM182	1.014999195803052E-11	2.981886938958E-11	0.9915353711907057E0	-1.008536890417867E0	1.034875277641054E0	1.043709894482436E0	0.03181274017495861E0	0.04371820351474476E0
CRIM1	CRIM1	1.025457496695026E-11	3.012250686865769E-11	0.9851225509123557E0	-1.015102130261728E0	1.180595695852048E0	1.198425205837242E0	0.1444736152067173E0	0.1651564957949896E0
LOC709316	.	1.027689044974527E-11	3.018444216177427E-11	0.9999388378901095E0	-1.000061165850923E0	1.000083940827548E0	1.000145111812783E0	3.648766971312254E-4	3.688213090277293E-4
CMTM1	CMTM1	1.035138641469759E-11	3.039960451032507E-11	0.9963687182317609E0	-1.003644516032863E0	1.037168439284455E0	1.040948416290207E0	0.04160408720523485E0	0.05075233520008773E0
LOC106993074	.	1.039912600475658E-11	3.053614751390741E-11	0.9946214200338122E0	-1.005407665527659E0	1.028578467297666E0	1.034140675617764E0	0.03294427409217012E0	0.04335307924077E0
AP3M2	AP3M2	1.044098141278486E-11	3.06553814899797E-11	0.9953838724610979E0	-1.004637534991891E0	1.065524061995716E0	1.070465467117923E0	0.07127639209469824E0	0.0833681055281564E0
NDUFV1	NDUFV1	1.045574737901239E-11	3.069506012548089E-11	0.9933937865408168E0	-1.006650145741486E0	1.026369741811142E0	1.033195250178837E0	0.0332213351055041E0	0.04529832633817359E0
RNF166	RNF166	1.047439912582612E-11	3.074613542776012E-11	1.000079831817518E0	1.000079831817518E0	1.04352345567132E0	1.043440155947199E0	0.05360240675411897E0	0.05997057706568207E0
C1QTNF1	C1QTNF1	1.049094144889299E-11	3.079100732612256E-11	0.9977277288208102E0	-1.002277446154449E0	1.008973410508827E0	1.011271293122531E0	0.01069761197404E0	0.01615638480726801E0
EBPL	EBPL	1.050359799137373E-11	3.082446504840434E-11	0.9986906067469149E0	-1.001311110011688E0	1.049290945180261E0	1.050666681043661E0	0.05220261562211339E0	0.0598352432759947E0
FAM122A	.	1.051403408780515E-11	3.085139929414359E-11	0.9981799953995036E0	-1.001823323056848E0	1.0272622931563E0	1.029135324180843E0	0.03196624838955341E0	0.03917601272798914E0
PDCL	PDCL	1.055477927280892E-11	3.096725261160807E-11	1.000336257096644E0	1.000336257096644E0	1.040820900712058E0	1.040471034942706E0	0.04937443136234045E0	0.05521379091693501E0
MRPS11	MRPS11	1.062228083270614E-11	3.11615708313937E-11	0.9958919312829368E0	-1.004125014560336E0	1.030814840732593E0	1.035066966959626E0	0.03549453377439593E0	0.04515087314609163E0
LOC114677693	.	1.077626876622158E-11	3.160952902934039E-11	1.000080175219433E0	1.000080175219433E0	1.038276731307304E0	1.038193493916115E0	0.04221552802305694E0	0.04807239257279477E0
TMEM134	TMEM134	1.080302514111508E-11	3.168422228327043E-11	0.9995209492137627E0	-1.000479280385883E0	1.037319940150988E0	1.037817107252187E0	0.04272919650245059E0	0.0493531608328219E0
ZBTB48	ZBTB48	1.088096279744379E-11	3.190898944258749E-11	0.9970849486931348E0	-1.002923573674125E0	1.040824584195809E0	1.043867511549545E0	0.05043963947094564E0	0.05996365440456505E0
LOC106993810	.	1.113054093337952E-11	3.26369872974211E-11	0.9935613978692087E0	-1.006480326373991E0	1.030927979442473E0	1.03760872921734E0	0.03143923446079878E0	0.04263122817685932E0
MAMU-DMB	MAMU-DMB	1.131816862454114E-11	3.318318161298395E-11	0.9932320262924034E0	-1.006814091298345E0	1.03365177631033E0	1.040695173884805E0	0.03860449114460886E0	0.05072719607851581E0
MSANTD4	MSANTD4	1.13716813743281E-11	3.33360873474326E-11	0.9971349577580119E0	-1.002873274294214E0	1.037005573446575E0	1.039985174903715E0	0.04284426322212728E0	0.05190602985157471E0
LOC100424819	.	1.143296568528738E-11	3.351173613849116E-11	0.9834033894179716E0	-1.016876706711222E0	1.220248352604986E0	1.240842126166752E0	0.1243280387789454E0	0.1426007380771527E0
ISCA1	ISCA1	1.145505912347754E-11	3.357248235041427E-11	1.002873381771584E0	1.002873381771584E0	1.088604902142088E0	1.085485886781697E0	0.09827717119577684E0	0.1036257691941971E0
CENPT	CENPT	1.146249761774234E-11	3.359026847302552E-11	1.000702001990305E0	1.000702001990305E0	1.017343179581799E0	1.016629503646835E0	0.02199601270909272E0	0.02569882499640344E0
MOSPD2	MOSPD2	1.178024344739023E-11	3.451728161272592E-11	0.9933230843945831E0	-1.006721796473185E0	1.073329565485492E0	1.080544268373338E0	0.07664498206910049E0	0.09059394898676652E0
PIP4P1	PIP4P1	1.180033848413584E-11	3.457203110011696E-11	1.000478143301541E0	1.000478143301541E0	1.038990928997695E0	1.038494379866274E0	0.04749451073313287E0	0.05322387892424294E0
LOC705366	.	1.182842712665887E-11	3.465018396845404E-11	1.000044574280904E0	1.000044574280904E0	1.000088321779224E0	1.000043745548394E0	6.884310777934309E-5	9.317765117869181E-5
NFIX	NFIX	1.19156906563944E-11	3.49016443234715E-11	0.9986297789177347E0	-1.001372101164207E0	1.036700009131037E0	1.0381224664205E0	0.03770125947051198E0	0.04461490150236472E0
PTPMT1	PTPMT1	1.192423937368404E-11	3.492251259064612E-11	1.001790132400471E0	1.001790132400471E0	1.050471442036301E0	1.048594319370246E0	0.05851813124646531E0	0.06334626722335546E0
MID2	MID2	1.196931442848376E-11	3.505033776155706E-11	1.000624853870653E0	1.000624853870653E0	1.084709029585019E0	1.084031668201233E0	0.07846880014201713E0	0.08579553611797103E0
ATP5F1D	ATP5F1D	1.213129596777663E-11	3.552043459364998E-11	1.006949931609979E0	1.006949931609979E0	1.041226327103911E0	1.034039821065511E0	0.04697339721601852E0	0.04473544449775785E0
LOC114675403	.	1.222322243421559E-11	3.578532241306527E-11	0.9954852575944468E0	-1.004535217745427E0	1.010735441181793E0	1.015319346490573E0	0.01629283891600761E0	0.02600392499076059E0
MRPL24	MRPL24	1.237909774687295E-11	3.623734450863297E-11	0.9984169678607464E0	-1.001585542103361E0	1.016249605136505E0	1.017860911672974E0	0.01916446801879384E0	0.02499429687268425E0
LOC106994452	.	1.239186531165613E-11	3.62703892542888E-11	1.001620880524309E0	1.001620880524309E0	1.026501693657945E0	1.024840549570624E0	0.03030837133249358E0	0.03331841646120159E0
DNAAF5	DNAAF5	1.239597313684719E-11	3.627808249931576E-11	0.9976527349033933E0	-1.002352787713085E0	1.058233444430812E0	1.060723243076445E0	0.06317653537777325E0	0.07274418538987912E0
NOS1AP	NOS1AP	1.254052417465346E-11	3.669674627814466E-11	0.99402030315461E0	-1.006015668720662E0	1.031657990637273E0	1.03786410334197E0	0.02926731369965441E0	0.03937974158924773E0
CDC26	CDC26	1.299604868165712E-11	3.802518861372103E-11	1.003959682207904E0	1.003959682207904E0	1.049473339532565E0	1.045334148503421E0	0.05720072522062868E0	0.05941610258842998E0
CRELD1	CRELD1	1.308775310349111E-11	3.828893839224635E-11	0.9968483877460452E0	-1.003161576316616E0	1.063753296361858E0	1.067116433590358E0	0.0710451613708551E0	0.08132371253538219E0
LOC114677552	.	1.317312925408488E-11	3.853411375028861E-11	0.9989217529770743E0	-1.001079410894509E0	1.028692290845191E0	1.029802672511027E0	0.03405199743613307E0	0.04040259264381328E0
BCL11A	BCL11A	1.325872744928361E-11	3.87798800705311E-11	0.9870173879058277E0	-1.013153377289247E0	1.069645548811379E0	1.083715000280659E0	0.06013571526582129E0	0.07619875942074392E0
TRAPPC2B	.	1.3430256906588E-11	3.927689443808598E-11	0.9996840235102281E0	-1.000316076362471E0	1.029459070207415E0	1.029784457885639E0	0.03475523780029739E0	0.04036800480848741E0
LOC114676901	.	1.35536026846239E-11	3.963289351685514E-11	0.9984211382588829E0	-1.001581358487532E0	1.027351322261315E0	1.02897593299445E0	0.03348849462903761E0	0.04033262766135227E0
PIGO	PIGO	1.369493407565878E-11	4.004139422955818E-11	0.997670829782334E0	-1.002334607916896E0	1.035344229346428E0	1.037761352180973E0	0.04237672630139778E0	0.05082785711523886E0
NAGPA	NAGPA	1.380984215870735E-11	4.037255000188622E-11	1.000567103933085E0	1.000567103933085E0	1.035812836062813E0	1.035225755465258E0	0.04136183223496432E0	0.04651628450975342E0
EOMES	EOMES	1.383415604294672E-11	4.043880968949093E-11	1.008462130474978E0	1.008462130474978E0	1.072651940280728E0	1.063651185171938E0	0.07182162117987008E0	0.07105830135787643E0
NDOR1	NDOR1	1.387479020564801E-11	4.055275392406442E-11	0.9952499893049007E0	-1.004772680980802E0	1.031528007954139E0	1.036451162058866E0	0.03668586181253095E0	0.0470590981582243E0
ZNF114	ZNF114	1.401601057438024E-11	4.096062582587919E-11	0.9962051289392085E0	-1.003809326965454E0	1.035449278693083E0	1.039393643551768E0	0.04395481438367234E0	0.05446529204353327E0
LOC114677016	.	1.411259997752264E-11	4.123798577798025E-11	1.004256106693348E0	1.004256106693348E0	1.035168231106922E0	1.030781116696772E0	0.04088087532631064E0	0.04175212722749427E0
LOC698288	.	1.416666783882184E-11	4.139104357721782E-11	0.9998734036239754E0	-1.000126612404696E0	1.026173978494378E0	1.026303904849432E0	0.02947488888672005E0	0.03439801706069355E0
ARL1	ARL1	1.427158391464906E-11	4.169261147903553E-11	1.001236475113636E0	1.001236475113636E0	1.039091839178355E0	1.037808614653618E0	0.04566345557382302E0	0.05051194592278634E0
ANKRD44	ANKRD44	1.427835627509915E-11	4.170742734699004E-11	0.9747764104920954E0	-1.025876282228835E0	15.87762075052876E0	16.28847454619186E0	0.9884400955556123E0	0.9951073349923223E0
YIPF3	YIPF3	1.436428753720514E-11	4.195343723050791E-11	0.998432231309565E0	-1.001570230448569E0	1.041038241816835E0	1.042672911762261E0	0.04861047912825907E0	0.05670115225539531E0
PRKCD	PRKCD	1.444855346477427E-11	4.219452519509284E-11	0.9915771072591318E0	-1.008494440502111E0	1.065470702764716E0	1.074521280256094E0	0.07813202456782327E0	0.09391814957413135E0
LOC706802	.	1.44738665497356E-11	4.226341456687503E-11	0.9949166986617666E0	-1.005109273314108E0	1.01520709443363E0	1.020394064949513E0	0.01846829705244858E0	0.02753087361025601E0
LOC100427641	.	1.453459574918269E-11	4.243568960131657E-11	0.9997593202347739E0	-1.000240737705921E0	1.022691577808402E0	1.022937778232708E0	0.02666083458238709E0	0.03126660483603702E0
SNX15	SNX15	1.454791842547817E-11	4.246953043209234E-11	1.002310789766642E0	1.002310789766642E0	1.021861211305506E0	1.019505348778512E0	0.02670124278308368E0	0.02842665563592629E0
ARMCX2	ARMCX2	1.478783762109973E-11	4.316478444763807E-11	0.9999948712287549E0	-1.00000512879755E0	1.01971362869944E0	1.019718858604201E0	0.02324043221361775E0	0.02739094148492483E0
SWAP70	SWAP70	1.510558345074738E-11	4.408701706489256E-11	0.9862447556733084E0	-1.013947089956692E0	1.08494379643264E0	1.100075605159442E0	0.07443990882531717E0	0.09159802779528947E0
LOC106997895	.	1.571909269415529E-11	4.5872139836496E-11	1.00405137674781E0	1.00405137674781E0	1.042142509787559E0	1.037937434200955E0	0.05136213598619088E0	0.0529030853754535E0
DFFA	DFFA	1.578615016484268E-11	4.606234820826656E-11	0.9955152858980751E0	-1.004504917368375E0	1.070415094984566E0	1.075237226537333E0	0.07764843236220811E0	0.0899763767638588E0
MRNIP	MRNIP	1.584032904844438E-11	4.62149374093936E-11	0.9997952687782531E0	-1.000204773145203E0	1.043691062878967E0	1.043904782780533E0	0.05115573947679273E0	0.05773917469626256E0
HYI	HYI	1.595046317248721E-11	4.653072304493593E-11	0.9963856027495316E0	-1.003627508507243E0	1.07314323723916E0	1.077036073461735E0	0.09006205373093847E0	0.1014728319967471E0
LOC717879	.	1.622857404015574E-11	4.733639736085393E-11	1.004782942930232E0	1.004782942930232E0	1.03391739195469E0	1.028995763940313E0	0.04106555150670846E0	0.04068709173327659E0
LOC114672263	.	1.634969937214245E-11	4.768403044763049E-11	0.9996921615298712E0	-1.000307933263834E0	1.019580762486881E0	1.019894725318816E0	0.02405616412367037E0	0.02888324919646519E0
CCDC134	CCDC134	1.65015778819112E-11	4.81212620787521E-11	1.002826409191691E0	1.002826409191691E0	1.07779776660259E0	1.074760054904546E0	0.08354325525759176E0	0.08870123573971048E0
TAF5	TAF5	1.664623994201975E-11	4.853734790228397E-11	0.9968362765606686E0	-1.003173764352003E0	1.046523962759874E0	1.049845383206398E0	0.05282379885836928E0	0.06232451302763839E0
LOC106993086	.	1.751299105734454E-11	5.105856220523158E-11	0.996007397826031E0	-1.004008606946779E0	1.047537359536219E0	1.051736525072667E0	0.05556883585682428E0	0.06665295621657506E0
MPG	MPG	1.758959644604378E-11	5.127580647288227E-11	0.9965787163580715E0	-1.003433029007916E0	1.026159531099097E0	1.029682366536109E0	0.03039016247070708E0	0.03886812530039847E0
KLHL21	KLHL21	1.766897739230437E-11	5.150108922074025E-11	0.9976009941676286E0	-1.002404774901385E0	1.047073436056964E0	1.049591411975901E0	0.05580447436453317E0	0.06466224735645486E0
LOC114671964	.	1.782107794667816E-11	5.193825450540074E-11	1.000061683782223E0	1.000061683782223E0	1.000107403635527E0	1.000045717033305E0	2.126684406436866E-4	1.996130151615243E-4
SLC31A2	SLC31A2	1.797728632624294E-11	5.238728642806053E-11	0.9964887950911266E0	-1.003523576909414E0	1.026629418278762E0	1.030246825991534E0	0.02997498935121227E0	0.03846136083628623E0
USP46	USP46	1.815358974255322E-11	5.289476326840424E-11	0.9954814686730421E0	-1.004539041126482E0	1.03795987121094E0	1.042671213754005E0	0.04319059716093662E0	0.05361973065252015E0
HSDL1	HSDL1	1.839717267415602E-11	5.359813096300984E-11	0.9946692434805243E0	-1.005359325780319E0	1.036319639231427E0	1.041873613790611E0	0.04290948210059006E0	0.05411956893634286E0
NDUFS3	NDUFS3	1.852984432559872E-11	5.397824216587454E-11	1.004051602224982E0	1.004051602224982E0	1.032831139449363E0	1.028663404510888E0	0.03758108473024889E0	0.03847732079815483E0
LOC106999065	.	1.855249287530109E-11	5.403779906023676E-11	0.9978220291780546E0	-1.002182724732726E0	1.005975953019976E0	1.00817172161316E0	0.01063003142562029E0	0.01817545140781426E0
TTLL11	TTLL11	1.864453036404254E-11	5.42994267918113E-11	0.9935033533066757E0	-1.0065391291048E0	1.127307604376575E0	1.134679214342416E0	0.1089035783429019E0	0.1233386030185289E0
MAPK3	MAPK3	1.881172995155101E-11	5.477986484644744E-11	0.9996270322599596E0	-1.000373106896876E0	1.033576601751769E0	1.033962236310332E0	0.04022189793376222E0	0.04621050330879938E0
MEF2C	MEF2C	1.890132494963837E-11	5.503423063583854E-11	0.9910410998231259E0	-1.009039887627741E0	1.122017494547645E0	1.132160406614715E0	0.08824276406941153E0	0.103273828947843E0
LOC114675827	.	1.908784241777546E-11	5.5570707796354E-11	0.9985220038099916E0	-1.001480183896168E0	1.015085650538155E0	1.016588163971312E0	0.02040450701141438E0	0.02598912864324591E0
ABHD10	ABHD10	1.911992786318705E-11	5.5657510809719E-11	0.998487371172794E0	-1.001514920339382E0	1.028812398589044E0	1.030370967417075E0	0.03226822268612877E0	0.0390613296702896E0
ALDH8A1	.	1.957034534427745E-11	5.696190012253668E-11	1.000337273930888E0	1.000337273930888E0	1.035600329215586E0	1.035251165985378E0	0.04002711550252981E0	0.04563921433447218E0
ZNF330	ZNF330	1.961031337316396E-11	5.707145793220112E-11	0.9960303696662106E0	-1.003985451101375E0	1.029008374718924E0	1.033109437279272E0	0.03358911744672098E0	0.04317032863464236E0
MINDY1	MINDY1	1.977573660383316E-11	5.754605589168113E-11	0.9959745779425544E0	-1.004041691571848E0	1.024654914974279E0	1.028796254108184E0	0.02878848103780162E0	0.03768479962948226E0
ITGA10	ITGA10	1.981115271831859E-11	5.764227420011966E-11	0.9991158138476304E0	-1.000884968629377E0	1.020081498252601E0	1.020984238377962E0	0.02295339043884284E0	0.02823498568731873E0
CEBPG	CEBPG	1.982158881475006E-11	5.766579676299692E-11	0.9951308279520853E0	-1.00489299689161E0	1.031062203230976E0	1.036107187386441E0	0.03829729725434022E0	0.04893845112034842E0
UTRN	UTRN	1.98455696320821E-11	5.772871394044096E-11	0.9670585290965301E0	-1.03406357517393E0	10.88142856671757E0	11.25208892669971E0	0.9780832344333428E0	0.9869570260809706E0
FH	FH	2.002664700739848E-11	5.824853966497752E-11	0.9992549319297657E0	-1.000745623610579E0	1.038302489633973E0	1.039076672485167E0	0.04437565234380798E0	0.05124409338428589E0
GFOD2	.	2.013589295302164E-11	5.855934143666941E-11	0.9977302579260952E0	-1.002274905522684E0	1.06573771182895E0	1.068162164435323E0	0.06938910019732014E0	0.0788469070119395E0
PKD2L2	PKD2L2	2.015732025739675E-11	5.861470501030274E-11	1.001194263714726E0	1.001194263714726E0	1.016403636264958E0	1.015191230215204E0	0.01944313047204954E0	0.02184673893131088E0
LOC114672873	.	2.019906464312264E-11	5.872912771859773E-11	0.9999582673487409E0	-1.000041734392946E0	1.000152979556812E0	1.000194720334267E0	1.867916192640628E-4	1.472170973790027E-4
ATAT1	ATAT1	2.08255634959188E-11	6.05435053997535E-11	1.002452747909289E0	1.002452747909289E0	1.054886885917882E0	1.052305844956732E0	0.06071321356782703E0	0.0652922613438179E0
RAVER2	RAVER2	2.086097961040409E-11	6.063927714631686E-11	0.9980761129297746E0	-1.001927595546374E0	1.016902460720759E0	1.01886263737514E0	0.01818368195400164E0	0.02433532114441731E0
FAM8A1	FAM8A1	2.106226304476876E-11	6.121711679315154E-11	0.9961778112097713E0	-1.003836853970464E0	1.042649081377365E0	1.046649573645048E0	0.0487792934705034E0	0.05869010722452862E0
SEC31B	SEC31B	2.109046270959413E-11	6.128745455205321E-11	0.9948837073764508E0	-1.005142603688868E0	1.018773286316302E0	1.024012433576633E0	0.02257629215744705E0	0.0323040046807596E0
LOC100423077	.	2.109146191031633E-11	6.128745455205321E-11	1.006838986397647E0	1.006838986397647E0	1.023054062477289E0	1.016104934650631E0	0.02791742761167186E0	0.02291906080475609E0
FAM89B	FAM89B	2.130662313248881E-11	6.190533322925244E-11	1.002882223174158E0	1.002882223174158E0	1.020212635103186E0	1.017280605367773E0	0.02494679450193033E0	0.02589192227284137E0
PFN2	.	2.135613907938705E-11	6.204184841899409E-11	0.9990199348224752E0	-1.00098102664758E0	1.013238421842061E0	1.01423243573424E0	0.0154131096559637E0	0.02030055371858855E0
CNR2	CNR2	2.168443202776861E-11	6.29881120806612E-11	0.9953238103827664E0	-1.004698159100037E0	1.051915331714859E0	1.056857397303024E0	0.05439653091828967E0	0.06561172480991918E0
LOC114676377	.	2.171096635805729E-11	6.305771846882399E-11	0.9994370708331799E0	-1.000563246234554E0	1.021889830579409E0	1.022465406178611E0	0.0252253670170582E0	0.03025724794690797E0
LOC114669810	.	2.191635761761273E-11	6.364672211026757E-11	1.006098487856568E0	1.006098487856568E0	1.03630339674386E0	1.030021821175421E0	0.04478358920934009E0	0.04399103858241246E0
ALG3	ALG3	2.208955240945435E-11	6.414209641025927E-11	1.00138762831928E0	1.00138762831928E0	1.026526522733976E0	1.025104059311067E0	0.03197294733147424E0	0.03539878458906297E0
LOC106997371	.	2.215005956429653E-11	6.431017767412733E-11	0.9979657681961805E0	-1.002038378337863E0	1.018908651879637E0	1.020985573203889E0	0.02218584959021683E0	0.02871241951327389E0
LIN37	LIN37	2.216682393196828E-11	6.435123197108159E-11	0.9988547320115644E0	-1.001146581131101E0	1.026847535767374E0	1.028024899776403E0	0.03067397669169084E0	0.03692405842793263E0
TULP3	TULP3	2.238287333256045E-11	6.49707409873399E-11	0.9971605020563784E0	-1.002847583651544E0	1.03414791325518E0	1.037092735946244E0	0.03654614049691413E0	0.0446425337502997E0
ADAM12	ADAM12	2.269850973846124E-11	6.58791402303878E-11	1.006886911232071E0	1.006886911232071E0	1.136508429415176E0	1.128734932133038E0	0.09432711504393321E0	0.09869021018802823E0
TMEM120A	.	2.289435308000523E-11	6.643968357726487E-11	0.9960610408900857E0	-1.003954535864985E0	1.031155549694492E0	1.035233291298137E0	0.0370730534515188E0	0.04636947125920733E0
PKP2	PKP2	2.303512935952775E-11	6.684030791081997E-11	1.000118030093734E0	1.000118030093734E0	1.049644225200725E0	1.049520350215414E0	0.04526436270984616E0	0.0511124471452874E0
RNASE6	RNASE6	2.336686399928557E-11	6.77948697338477E-11	1.000833393655772E0	1.000833393655772E0	1.028896839880867E0	1.028040077802148E0	0.03345036880074106E0	0.03793519646014684E0
LOC713745	.	2.361999484890026E-11	6.85211775327969E-11	0.9973956605019381E0	-1.002611139792559E0	1.015079982545309E0	1.017730498280363E0	0.0181446826614836E0	0.02506663121034349E0
ACOT8	ACOT8	2.365962981087934E-11	6.862803906108151E-11	0.9968869175605083E0	-1.003122803985742E0	1.045526496663455E0	1.048791470974434E0	0.05267447488666673E0	0.06246908156579505E0
NIFK	NIFK	2.36728414648723E-11	6.86582399055705E-11	0.9984179577142803E0	-1.001584549109415E0	1.06674439915249E0	1.06843470804014E0	0.07653709018289594E0	0.08576378364023764E0
PRDX5	PRDX5	2.377198438097124E-11	6.893763020224418E-11	1.00363799636443E0	1.00363799636443E0	1.026444938693527E0	1.022724271511953E0	0.03095939854134346E0	0.03163833615049451E0
PHLDB2	PHLDB2	2.399458409740879E-11	6.95749309727632E-11	0.9941974057320008E0	-1.005836460882461E0	1.052897437378567E0	1.05904263208507E0	0.04813936057051867E0	0.05918768369002849E0
OPN3	OPN3	2.408995225522392E-11	6.984320279056528E-11	1.00109535925078E0	1.00109535925078E0	1.019575291999697E0	1.01845971273181E0	0.02170473732393677E0	0.02505396991207691E0
ENGASE	ENGASE	2.452715808232137E-11	7.110237267935743E-11	0.9945219258103344E0	-1.005508248785166E0	1.015585644206345E0	1.021179742597276E0	0.01953384852314611E0	0.02898886902540924E0
KYAT1	.	2.455080583274594E-11	7.116021604062359E-11	0.9976510264828186E0	-1.002354504185158E0	1.013100449434457E0	1.015485798682637E0	0.01650973080375804E0	0.02349131992289688E0
CDC14B	CDC14B	2.455291525649279E-11	7.116021604062359E-11	0.999081079058987E0	-1.000919766133374E0	1.085500297515189E0	1.086498703926611E0	0.08661748477249742E0	0.09550682258976392E0
MAPRE3	MAPRE3	2.471733928643959E-11	7.16282904729463E-11	0.9915989944615878E0	-1.008472180372645E0	1.069353095522623E0	1.078412847829937E0	0.06813828730947591E0	0.08205240958930099E0
LOC114670813	.	2.533229181977962E-11	7.340168498223275E-11	1.00210175489914E0	1.00210175489914E0	1.016272832567708E0	1.014141356004305E0	0.01801660790327068E0	0.01980245435817773E0
NR1D1	NR1D1	2.535305299034E-11	7.345316226714527E-11	1.00595143591296E0	1.00595143591296E0	1.054251671487874E0	1.048014480471494E0	0.05761077532629863E0	0.05764907911295584E0
